Id,Category
2998,1
2999,5
3000,1
3001,5
3002,2
3003,9
3004,4
3005,2
3006,3
3007,2
3008,8
3009,4
3010,7
3011,3
3012,4
3013,2
3014,2
3015,4
3016,9
3017,1
3018,4
3019,7
3020,6
3021,4
3022,1
3023,1
3024,1
3025,8
3026,2
3027,8
3028,2
3029,2
3030,8
3031,7
3032,2
3033,1
3034,8
3035,9
3036,9
3037,2
3038,6
3039,7
3040,9
3041,2
3042,5
3043,7
3044,1
3045,3
3046,2
3047,3
3048,8
3049,7
3050,4
3051,0
3052,8
3053,6
3054,6
3055,8
3056,5
3057,0
3058,7
3059,7
3060,1
3061,7
3062,0
3063,0
3064,1
3065,7
3066,6
3067,0
3068,1
3069,9
3070,8
3071,0
3072,5
3073,2
3074,1
3075,4
3076,2
3077,3
3078,4
3079,4
3080,9
3081,7
3082,9
3083,8
3084,4
3085,1
3086,5
3087,8
3088,1
3089,0
3090,2
3091,7
3092,3
3093,0
3094,7
3095,0
3096,0
3097,6
3098,6
3099,6
3100,0
3101,9
3102,7
3103,3
3104,0
3105,0
3106,1
3107,1
3108,6
3109,3
3110,1
3111,1
3112,4
3113,8
3114,2
3115,2
3116,5
3117,2
3118,6
3119,7
3120,6
3121,4
3122,9
3123,6
3124,6
3125,1
3126,7
3127,1
3128,1
3129,8
3130,0
3131,5
3132,2
3133,1
3134,9
3135,4
3136,2
3137,5
3138,3
3139,3
3140,4
3141,2
3142,8
3143,3
3144,9
3145,6
3146,1
3147,2
3148,7
3149,8
3150,8
3151,4
3152,9
3153,6
3154,7
3155,3
3156,7
3157,9
3158,3
3159,8
3160,6
3161,2
3162,2
3163,9
3164,9
3165,7
3166,1
3167,7
3168,4
3169,7
3170,8
3171,0
3172,0
3173,2
3174,2
3175,5
3176,1
3177,0
3178,8
3179,7
3180,7
3181,8
3182,6
3183,6
3184,4
3185,7
3186,6
3187,4
3188,1
3189,4
3190,0
3191,1
3192,8
3193,5
3194,9
3195,2
3196,2
3197,8
3198,1
3199,3
3200,1
3201,8
3202,7
3203,1
3204,2
3205,0
3206,8
3207,2
3208,3
3209,9
3210,1
3211,2
3212,6
3213,0
3214,3
3215,0
3216,0
3217,2
3218,5
3219,9
3220,4
3221,1
3222,2
3223,7
3224,2
3225,3
3226,9
3227,7
3228,3
3229,4
3230,5
3231,7
3232,7
3233,5
3234,6
3235,2
3236,7
3237,5
3238,7
3239,1
3240,1
3241,8
3242,8
3243,9
3244,1
3245,1
3246,9
3247,6
3248,0
3249,8
3250,7
3251,0
3252,0
3253,3
3254,7
3255,6
3256,9
3257,6
3258,6
3259,0
3260,4
3261,8
3262,7
3263,4
3264,4
3265,0
3266,1
3267,8
3268,1
3269,4
3270,4
3271,3
3272,7
3273,1
3274,5
3275,2
3276,2
3277,9
3278,9
3279,1
3280,5
3281,7
3282,6
3283,7
3284,3
3285,7
3286,0
3287,7
3288,9
3289,4
3290,7
3291,7
3292,3
3293,8
3294,1
3295,6
3296,4
3297,9
3298,0
3299,7
3300,1
3301,7
3302,4
3303,2
3304,2
3305,4
3306,6
3307,7
3308,7
3309,4
3310,0
3311,0
3312,3
3313,3
3314,2
3315,5
3316,6
3317,6
3318,7
3319,5
3320,6
3321,7
3322,6
3323,0
3324,0
3325,6
3326,9
3327,2
3328,2
3329,1
3330,3
3331,4
3332,4
3333,9
3334,7
3335,7
3336,3
3337,6
3338,6
3339,3
3340,2
3341,0
3342,4
3343,7
3344,2
3345,6
3346,2
3347,2
3348,9
3349,4
3350,9
3351,1
3352,3
3353,7
3354,0
3355,3
3356,3
3357,0
3358,3
3359,7
3360,0
3361,9
3362,1
3363,7
3364,8
3365,4
3366,8
3367,9
3368,8
3369,7
3370,8
3371,3
3372,3
3373,6
3374,3
3375,1
3376,4
3377,3
3378,7
3379,4
3380,1
3381,2
3382,1
3383,1
3384,2
3385,9
3386,0
3387,0
3388,3
3389,5
3390,7
3391,8
3392,7
3393,5
3394,1
3395,3
3396,2
3397,3
3398,2
3399,3
3400,8
3401,8
3402,2
3403,7
3404,4
3405,5
3406,0
3407,4
3408,8
3409,0
3410,6
3411,4
3412,4
3413,1
3414,7
3415,8
3416,9
3417,2
3418,5
3419,8
3420,4
3421,8
3422,6
3423,2
3424,3
3425,9
3426,1
3427,7
3428,1
3429,4
3430,3
3431,5
3432,9
3433,0
3434,4
3435,5
3436,6
3437,3
3438,8
3439,5
3440,2
3441,0
3442,7
3443,8
3444,8
3445,1
3446,0
3447,3
3448,3
3449,9
3450,0
3451,6
3452,1
3453,9
3454,5
3455,0
3456,6
3457,6
3458,1
3459,3
3460,0
3461,6
3462,4
3463,0
3464,2
3465,7
3466,5
3467,7
3468,7
3469,5
3470,3
3471,3
3472,2
3473,1
3474,3
3475,8
3476,5
3477,7
3478,8
3479,7
3480,7
3481,8
3482,2
3483,2
3484,5
3485,2
3486,8
3487,8
3488,0
3489,2
3490,5
3491,2
3492,3
3493,4
3494,9
3495,9
3496,4
3497,3
3498,3
3499,7
3500,5
3501,8
3502,1
3503,3
3504,5
3505,0
3506,0
3507,6
3508,8
3509,2
3510,5
3511,8
3512,0
3513,4
3514,9
3515,7
3516,6
3517,8
3518,3
3519,0
3520,9
3521,7
3522,6
3523,8
3524,6
3525,0
3526,9
3527,3
3528,0
3529,2
3530,4
3531,1
3532,2
3533,4
3534,8
3535,3
3536,2
3537,2
3538,5
3539,8
3540,7
3541,8
3542,0
3543,3
3544,1
3545,9
3546,6
3547,3
3548,1
3549,8
3550,3
3551,8
3552,2
3553,1
3554,3
3555,6
3556,8
3557,9
3558,1
3559,5
3560,9
3561,4
3562,6
3563,7
3564,3
3565,6
3566,0
3567,8
3568,8
3569,8
3570,8
3571,0
3572,5
3573,0
3574,7
3575,6
3576,2
3577,1
3578,1
3579,6
3580,3
3581,6
3582,4
3583,4
3584,9
3585,1
3586,8
3587,0
3588,3
3589,5
3590,3
3591,6
3592,8
3593,5
3594,0
3595,3
3596,6
3597,6
3598,4
3599,3
3600,8
3601,8
3602,3
3603,6
3604,6
3605,1
3606,0
3607,6
3608,5
3609,5
3610,5
3611,2
3612,0
3613,6
3614,0
3615,1
3616,6
3617,6
3618,6
3619,1
3620,7
3621,9
3622,0
3623,1
3624,2
3625,2
3626,7
3627,4
3628,8
3629,0
3630,2
3631,1
3632,0
3633,8
3634,5
3635,1
3636,6
3637,4
3638,0
3639,8
3640,7
3641,5
3642,4
3643,7
3644,0
3645,6
3646,1
3647,3
3648,9
3649,6
3650,1
3651,0
3652,2
3653,8
3654,6
3655,3
3656,2
3657,3
3658,8
3659,5
3660,8
3661,2
3662,4
3663,3
3664,0
3665,2
3666,6
3667,4
3668,9
3669,8
3670,3
3671,5
3672,9
3673,6
3674,8
3675,8
3676,1
3677,3
3678,6
3679,0
3680,5
3681,1
3682,9
3683,0
3684,2
3685,4
3686,6
3687,5
3688,3
3689,6
3690,4
3691,2
3692,9
3693,7
3694,7
3695,8
3696,0
3697,2
3698,4
3699,1
3700,7
3701,0
3702,6
3703,4
3704,2
3705,3
3706,4
3707,1
3708,7
3709,6
3710,1
3711,2
3712,4
3713,1
3714,8
3715,1
3716,0
3717,8
3718,7
3719,5
3720,6
3721,5
3722,5
3723,1
3724,1
3725,9
3726,8
3727,0
3728,2
3729,9
3730,8
3731,7
3732,4
3733,0
3734,6
3735,7
3736,9
3737,6
3738,4
3739,8
3740,6
3741,5
3742,6
3743,0
3744,3
3745,2
3746,7
3747,9
3748,0
3749,7
3750,7
3751,2
3752,2
3753,8
3754,9
3755,6
3756,3
3757,3
3758,0
3759,1
3760,1
3761,0
3762,0
3763,1
3764,3
3765,9
3766,5
3767,7
3768,3
3769,2
3770,5
3771,2
3772,8
3773,8
3774,5
3775,9
3776,8
3777,6
3778,9
3779,3
3780,1
3781,4
3782,9
3783,8
3784,9
3785,7
3786,5
3787,9
3788,6
3789,7
3790,3
3791,2
3792,5
3793,0
3794,1
3795,2
3796,9
3797,0
3798,3
3799,8
3800,8
3801,0
3802,3
3803,5
3804,4
3805,3
3806,4
3807,1
3808,1
3809,5
3810,3
3811,3
3812,7
3813,5
3814,8
3815,9
3816,9
3817,6
3818,2
3819,5
3820,0
3821,4
3822,9
3823,5
3824,2
3825,2
3826,5
3827,2
3828,3
3829,1
3830,2
3831,7
3832,4
3833,6
3834,7
3835,3
3836,9
3837,6
3838,1
3839,3
3840,9
3841,7
3842,2
3843,0
3844,2
3845,3
3846,3
3847,3
3848,0
3849,0
3850,5
3851,1
3852,2
3853,1
3854,0
3855,0
3856,1
3857,9
3858,0
3859,5
3860,7
3861,9
3862,0
3863,7
3864,4
3865,2
3866,1
3867,2
3868,2
3869,7
3870,7
3871,1
3872,8
3873,6
3874,0
3875,1
3876,5
3877,2
3878,7
3879,6
3880,9
3881,3
3882,1
3883,2
3884,5
3885,9
3886,3
3887,9
3888,3
3889,6
3890,0
3891,1
3892,2
3893,9
3894,7
3895,7
3896,3
3897,3
3898,1
3899,4
3900,6
3901,5
3902,3
3903,8
3904,9
3905,8
3906,5
3907,3
3908,3
3909,9
3910,7
3911,1
3912,8
3913,3
3914,8
3915,2
3916,1
3917,4
3918,6
3919,1
3920,5
3921,7
3922,1
3923,4
3924,9
3925,2
3926,5
3927,7
3928,1
3929,4
3930,6
3931,6
3932,2
3933,5
3934,2
3935,8
3936,2
3937,0
3938,7
3939,4
3940,8
3941,3
3942,7
3943,7
3944,0
3945,1
3946,7
3947,6
3948,6
3949,9
3950,8
3951,2
3952,6
3953,6
3954,9
3955,9
3956,4
3957,4
3958,7
3959,3
3960,2
3961,9
3962,3
3963,3
3964,9
3965,1
3966,6
3967,9
3968,9
3969,7
3970,1
3971,3
3972,0
3973,3
3974,2
3975,0
3976,2
3977,3
3978,0
3979,9
3980,5
3981,8
3982,1
3983,9
3984,7
3985,4
3986,1
3987,5
3988,9
3989,1
3990,1
3991,0
3992,8
3993,1
3994,6
3995,2
3996,2
3997,8
3998,3
3999,4
4000,1
4001,3
4002,9
4003,3
4004,3
4005,2
4006,8
4007,7
4008,9
4009,8
4010,8
4011,2
4012,8
4013,8
4014,5
4015,0
4016,0
4017,0
4018,2
4019,2
4020,3
4021,0
4022,8
4023,2
4024,2
4025,6
4026,8
4027,4
4028,0
4029,0
4030,9
4031,1
4032,3
4033,4
4034,8
4035,6
4036,7
4037,3
4038,1
4039,1
4040,5
4041,9
4042,9
4043,3
4044,3
4045,3
4046,6
4047,5
4048,2
4049,6
4050,4
4051,7
4052,0
4053,3
4054,8
4055,9
4056,7
4057,4
4058,8
4059,7
4060,0
4061,6
4062,2
4063,7
4064,3
4065,7
4066,2
4067,9
4068,4
4069,7
4070,1
4071,8
4072,6
4073,5
4074,2
4075,7
4076,1
4077,6
4078,4
4079,0
4080,8
4081,9
4082,4
4083,0
4084,2
4085,4
4086,7
4087,3
4088,3
4089,7
4090,1
4091,1
4092,8
4093,1
4094,8
4095,1
4096,3
4097,9
4098,5
4099,9
4100,1
4101,1
4102,1
4103,7
4104,9
4105,0
4106,7
4107,8
4108,7
4109,7
4110,0
4111,9
4112,1
4113,9
4114,3
4115,0
4116,4
4117,0
4118,3
4119,4
4120,4
4121,6
4122,0
4123,5
4124,7
4125,6
4126,3
4127,8
4128,9
4129,7
4130,3
4131,3
4132,2
4133,1
4134,3
4135,7
4136,6
4137,4
4138,6
4139,3
4140,1
4141,1
4142,2
4143,0
4144,7
4145,8
4146,2
4147,7
4148,5
4149,0
4150,9
4151,1
4152,6
4153,9
4154,6
4155,6
4156,0
4157,0
4158,6
4159,9
4160,9
4161,7
4162,2
4163,1
4164,3
4165,0
4166,8
4167,2
4168,1
4169,4
4170,0
4171,3
4172,8
4173,7
4174,5
4175,9
4176,2
4177,1
4178,1
4179,4
4180,5
4181,5
4182,6
4183,6
4184,3
4185,8
4186,7
4187,5
4188,6
4189,6
4190,8
4191,9
4192,9
4193,1
4194,1
4195,8
4196,6
4197,6
4198,3
4199,9
4200,7
4201,5
4202,8
4203,3
4204,6
4205,1
4206,5
4207,3
4208,9
4209,8
4210,2
4211,4
4212,6
4213,5
4214,8
4215,2
4216,1
4217,7
4218,9
4219,3
4220,3
4221,8
4222,3
4223,1
4224,3
4225,7
4226,6
4227,3
4228,2
4229,1
4230,6
4231,3
4232,9
4233,8
4234,0
4235,8
4236,3
4237,5
4238,9
4239,8
4240,4
4241,7
4242,3
4243,6
4244,9
4245,7
4246,4
4247,8
4248,2
4249,2
4250,5
4251,3
4252,6
4253,8
4254,1
4255,3
4256,3
4257,3
4258,2
4259,2
4260,9
4261,9
4262,8
4263,9
4264,6
4265,5
4266,5
4267,5
4268,0
4269,7
4270,6
4271,9
4272,7
4273,5
4274,6
4275,7
4276,4
4277,8
4278,1
4279,4
4280,9
4281,9
4282,9
4283,1
4284,6
4285,4
4286,3
4287,7
4288,3
4289,4
4290,0
4291,1
4292,6
4293,3
4294,3
4295,9
4296,2
4297,2
4298,8
4299,9
4300,6
4301,0
4302,4
4303,4
4304,0
4305,9
4306,3
4307,1
4308,9
4309,3
4310,8
4311,0
4312,5
4313,1
4314,6
4315,8
4316,4
4317,1
4318,7
4319,3
4320,6
4321,6
4322,1
4323,6
4324,3
4325,3
4326,4
4327,3
4328,0
4329,3
4330,3
4331,2
4332,2
4333,6
4334,5
4335,1
4336,1
4337,2
4338,5
4339,3
4340,9
4341,9
4342,4
4343,6
4344,9
4345,0
4346,5
4347,8
4348,8
4349,8
4350,7
4351,5
4352,7
4353,0
4354,2
4355,5
4356,8
4357,0
4358,8
4359,7
4360,4
4361,9
4362,5
4363,7
4364,6
4365,6
4366,3
4367,2
4368,1
4369,9
4370,1
4371,3
4372,8
4373,8
4374,4
4375,1
4376,6
4377,4
4378,1
4379,5
4380,6
4381,6
4382,0
4383,3
4384,1
4385,7
4386,3
4387,1
4388,7
4389,1
4390,9
4391,7
4392,7
4393,3
4394,1
4395,0
4396,1
4397,2
4398,2
4399,8
4400,3
4401,1
4402,9
4403,3
4404,4
4405,6
4406,0
4407,9
4408,1
4409,1
4410,8
4411,2
4412,9
4413,9
4414,1
4415,1
4416,0
4417,5
4418,9
4419,4
4420,0
4421,6
4422,0
4423,2
4424,1
4425,1
4426,4
4427,7
4428,8
4429,8
4430,7
4431,8
4432,5
4433,3
4434,1
4435,0
4436,8
4437,7
4438,4
4439,7
4440,5
4441,0
4442,6
4443,9
4444,8
4445,9
4446,1
4447,6
4448,3
4449,1
4450,5
4451,6
4452,6
4453,4
4454,4
4455,4
4456,6
4457,5
4458,5
4459,1
4460,4
4461,3
4462,1
4463,4
4464,3
4465,1
4466,5
4467,7
4468,4
4469,8
4470,3
4471,2
4472,5
4473,8
4474,9
4475,1
4476,1
4477,7
4478,6
4479,0
4480,7
4481,9
4482,8
4483,1
4484,5
4485,7
4486,6
4487,1
4488,8
4489,5
4490,8
4491,6
4492,3
4493,8
4494,5
4495,3
4496,8
4497,0
4498,0
4499,6
4500,2
4501,7
4502,2
4503,4
4504,8
4505,0
4506,6
4507,6
4508,5
4509,4
4510,8
4511,4
4512,6
4513,6
4514,8
4515,9
4516,9
4517,4
4518,6
4519,9
4520,5
4521,2
4522,7
4523,1
4524,9
4525,4
4526,5
4527,4
4528,6
4529,2
4530,9
4531,2
4532,4
4533,5
4534,0
4535,1
4536,3
4537,0
4538,7
4539,2
4540,8
4541,0
4542,1
4543,0
4544,3
4545,0
4546,8
4547,8
4548,2
4549,3
4550,0
4551,1
4552,2
4553,6
4554,7
4555,6
4556,1
4557,1
4558,7
4559,7
4560,2
4561,4
4562,6
4563,8
4564,9
4565,9
4566,3
4567,9
4568,2
4569,6
4570,6
4571,2
4572,5
4573,9
4574,2
4575,0
4576,1
4577,7
4578,0
4579,8
4580,6
4581,1
4582,4
4583,7
4584,6
4585,5
4586,3
4587,1
4588,5
4589,0
4590,2
4591,0
4592,9
4593,4
4594,4
4595,9
4596,2
4597,5
4598,6
4599,5
4600,2
4601,8
4602,7
4603,1
4604,0
4605,0
4606,5
4607,8
4608,4
4609,8
4610,1
4611,1
4612,6
4613,6
4614,4
4615,8
4616,1
4617,3
4618,5
4619,4
4620,6
4621,2
4622,5
4623,3
4624,0
4625,7
4626,8
4627,5
4628,6
4629,0
4630,3
4631,1
4632,8
4633,4
4634,4
4635,6
4636,0
4637,2
4638,1
4639,7
4640,8
4641,5
4642,2
4643,9
4644,8
4645,1
4646,1
4647,6
4648,2
4649,1
4650,1
4651,5
4652,3
4653,2
4654,3
4655,0
4656,6
4657,2
4658,1
4659,2
4660,1
4661,4
4662,2
4663,4
4664,0
4665,4
4666,9
4667,4
4668,5
4669,3
4670,9
4671,7
4672,9
4673,7
4674,8
4675,2
4676,7
4677,0
4678,0
4679,8
4680,3
4681,5
4682,3
4683,2
4684,2
4685,6
4686,5
4687,6
4688,6
4689,9
4690,2
4691,1
4692,9
4693,6
4694,4
4695,1
4696,0
4697,4
4698,6
4699,7
4700,2
4701,3
4702,0
4703,4
4704,1
4705,7
4706,8
4707,7
4708,7
4709,2
4710,3
4711,4
4712,9
4713,7
4714,6
4715,0
4716,9
4717,3
4718,9
4719,6
4720,2
4721,6
4722,7
4723,6
4724,6
4725,5
4726,1
4727,4
4728,3
4729,2
4730,3
4731,2
4732,8
4733,8
4734,0
4735,2
4736,4
4737,3
4738,6
4739,8
4740,1
4741,6
4742,8
4743,1
4744,0
4745,5
4746,6
4747,0
4748,3
4749,2
4750,0
4751,7
4752,0
4753,9
4754,2
4755,5
4756,9
4757,4
4758,1
4759,5
4760,4
4761,6
4762,4
4763,9
4764,9
4765,5
4766,3
4767,1
4768,0
4769,2
4770,1
4771,6
4772,1
4773,3
4774,0
4775,9
4776,4
4777,9
4778,7
4779,9
4780,5
4781,0
4782,9
4783,5
4784,0
4785,7
4786,7
4787,2
4788,1
4789,8
4790,5
4791,2
4792,1
4793,8
4794,9
4795,2
4796,0
4797,4
4798,2
4799,7
4800,8
4801,5
4802,8
4803,3
4804,4
4805,8
4806,8
4807,5
4808,1
4809,6
4810,7
4811,5
4812,2
4813,4
4814,0
4815,6
4816,4
4817,3
4818,2
4819,4
4820,7
4821,8
4822,7
4823,3
4824,8
4825,2
4826,5
4827,1
4828,2
4829,5
4830,0
4831,3
4832,8
4833,3
4834,0
4835,8
4836,6
4837,0
4838,2
4839,7
4840,4
4841,5
4842,6
4843,0
4844,7
4845,3
4846,8
4847,7
4848,4
4849,6
4850,1
4851,1
4852,4
4853,7
4854,3
4855,9
4856,2
4857,3
4858,1
4859,5
4860,7
4861,6
4862,6
4863,5
4864,4
4865,1
4866,0
4867,8
4868,0
4869,1
4870,7
4871,3
4872,8
4873,5
4874,1
4875,0
4876,1
4877,7
4878,0
4879,2
4880,0
4881,9
4882,4
4883,0
4884,5
4885,3
4886,7
4887,0
4888,8
4889,1
4890,3
4891,4
4892,4
4893,5
4894,4
4895,2
4896,8
4897,2
4898,3
4899,0
4900,2
4901,7
4902,4
4903,3
4904,5
4905,2
4906,2
4907,8
4908,5
4909,0
4910,4
4911,2
4912,3
4913,3
4914,5
4915,0
4916,2
4917,1
4918,1
4919,7
4920,3
4921,0
4922,9
4923,1
4924,4
4925,0
4926,5
4927,7
4928,6
4929,5
4930,1
4931,5
4932,0
4933,5
4934,9
4935,0
4936,7
4937,0
4938,8
4939,7
4940,3
4941,3
4942,7
4943,3
4944,8
4945,5
4946,5
4947,0
4948,1
4949,6
4950,9
4951,4
4952,6
4953,7
4954,7
4955,3
4956,9
4957,7
4958,0
4959,5
4960,8
4961,4
4962,9
4963,2
4964,9
4965,3
4966,9
4967,8
4968,0
4969,7
4970,1
4971,5
4972,6
4973,0
4974,0
4975,9
4976,6
4977,1
4978,8
4979,8
4980,8
4981,1
4982,5
4983,3
4984,0
4985,3
4986,5
4987,9
4988,7
4989,0
4990,0
4991,7
4992,8
4993,9
4994,4
4995,1
4996,8
4997,0
4998,6
4999,2
5000,0
5001,2
5002,0
5003,9
5004,5
5005,2
5006,7
5007,7
5008,4
5009,1
5010,5
5011,4
5012,3
5013,1
5014,3
5015,3
5016,7
5017,6
5018,7
5019,5
5020,6
5021,5
5022,5
5023,8
5024,9
5025,5
5026,4
5027,9
5028,5
5029,8
5030,5
5031,4
5032,3
5033,8
5034,6
5035,6
5036,3
5037,6
5038,4
5039,8
5040,3
5041,0
5042,6
5043,4
5044,7
5045,2
5046,9
5047,8
5048,3
5049,1
5050,3
5051,2
5052,1
5053,0
5054,4
5055,8
5056,6
5057,3
5058,0
5059,2
5060,0
5061,4
5062,7
5063,7
5064,5
5065,7
5066,7
5067,3
5068,1
5069,9
5070,4
5071,7
5072,0
5073,4
5074,2
5075,9
5076,5
5077,1
5078,0
5079,7
5080,9
5081,7
5082,9
5083,9
5084,8
5085,6
5086,1
5087,8
5088,6
5089,0
5090,5
5091,4
5092,7
5093,5
5094,3
5095,9
5096,6
5097,9
5098,5
5099,7
5100,4
5101,1
5102,0
5103,7
5104,3
5105,7
5106,7
5107,4
5108,4
5109,0
5110,2
5111,3
5112,7
5113,1
5114,4
5115,4
5116,4
5117,6
5118,2
5119,7
5120,6
5121,5
5122,9
5123,9
5124,7
5125,7
5126,9
5127,6
5128,7
5129,1
5130,8
5131,9
5132,2
5133,5
5134,3
5135,1
5136,7
5137,3
5138,4
5139,2
5140,9
5141,5
5142,8
5143,6
5144,3
5145,1
5146,0
5147,6
5148,9
5149,6
5150,6
5151,1
5152,4
5153,3
5154,0
5155,1
5156,0
5157,5
5158,7
5159,0
5160,8
5161,2
5162,8
5163,9
5164,1
5165,7
5166,2
5167,6
5168,8
5169,7
5170,2
5171,4
5172,9
5173,2
5174,4
5175,1
5176,4
5177,5
5178,4
5179,7
5180,1
5181,1
5182,8
5183,9
5184,8
5185,7
5186,9
5187,6
5188,9
5189,4
5190,7
5191,6
5192,3
5193,1
5194,6
5195,6
5196,1
5197,0
5198,3
5199,0
5200,4
5201,9
5202,0
5203,2
5204,7
5205,7
5206,1
5207,5
5208,1
5209,5
5210,0
5211,9
5212,9
5213,1
5214,2
5215,1
5216,2
5217,4
5218,5
5219,0
5220,1
5221,0
5222,1
5223,1
5224,5
5225,2
5226,2
5227,5
5228,4
5229,2
5230,6
5231,9
5232,1
5233,4
5234,2
5235,7
5236,3
5237,9
5238,9
5239,0
5240,6
5241,4
5242,9
5243,1
5244,7
5245,1
5246,0
5247,6
5248,0
5249,6
5250,6
5251,9
5252,7
5253,7
5254,3
5255,7
5256,1
5257,7
5258,8
5259,2
5260,9
5261,1
5262,7
5263,9
5264,8
5265,3
5266,1
5267,9
5268,1
5269,0
5270,5
5271,6
5272,0
5273,1
5274,1
5275,1
5276,1
5277,8
5278,7
5279,3
5280,6
5281,8
5282,9
5283,4
5284,2
5285,1
5286,9
5287,2
5288,1
5289,1
5290,3
5291,4
5292,1
5293,8
5294,9
5295,7
5296,7
5297,5
5298,3
5299,3
5300,6
5301,6
5302,8
5303,8
5304,1
5305,2
5306,6
5307,6
5308,8
5309,6
5310,9
5311,7
5312,2
5313,0
5314,6
5315,5
5316,5
5317,2
5318,8
5319,0
5320,2
5321,9
5322,4
5323,0
5324,9
5325,1
5326,3
5327,9
5328,6
5329,1
5330,8
5331,9
5332,7
5333,1
5334,3
5335,6
5336,1
5337,9
5338,2
5339,5
5340,4
5341,4
5342,0
5343,3
5344,1
5345,5
5346,1
5347,5
5348,9
5349,7
5350,8
5351,6
5352,1
5353,1
5354,0
5355,2
5356,9
5357,1
5358,0
5359,3
5360,0
5361,4
5362,2
5363,4
5364,8
5365,5
5366,2
5367,7
5368,6
5369,2
5370,6
5371,2
5372,7
5373,9
5374,4
5375,5
5376,5
5377,6
5378,9
5379,2
5380,3
5381,8
5382,1
5383,2
5384,3
5385,5
5386,8
5387,5
5388,6
5389,1
5390,2
5391,7
5392,9
5393,9
5394,9
5395,2
5396,6
5397,1
5398,9
5399,7
5400,4
5401,6
5402,6
5403,7
5404,6
5405,7
5406,0
5407,6
5408,2
5409,1
5410,5
5411,1
5412,7
5413,6
5414,3
5415,6
5416,9
5417,7
5418,7
5419,1
5420,8
5421,3
5422,6
5423,6
5424,5
5425,4
5426,6
5427,3
5428,1
5429,7
5430,8
5431,9
5432,5
5433,2
5434,1
5435,7
5436,3
5437,9
5438,5
5439,6
5440,7
5441,1
5442,3
5443,0
5444,6
5445,1
5446,2
5447,8
5448,4
5449,0
5450,3
5451,8
5452,0
5453,6
5454,9
5455,1
5456,3
5457,6
5458,3
5459,1
5460,1
5461,8
5462,9
5463,3
5464,2
5465,2
5466,6
5467,9
5468,0
5469,6
5470,9
5471,4
5472,8
5473,5
5474,8
5475,1
5476,4
5477,9
5478,2
5479,7
5480,9
5481,2
5482,3
5483,0
5484,5
5485,4
5486,8
5487,4
5488,7
5489,8
5490,7
5491,9
5492,7
5493,6
5494,6
5495,8
5496,3
5497,7
5498,3
5499,3
5500,6
5501,2
5502,0
5503,2
5504,1
5505,0
5506,8
5507,4
5508,1
5509,5
5510,5
5511,2
5512,3
5513,1
5514,9
5515,6
5516,1
5517,6
5518,1
5519,5
5520,7
5521,8
5522,1
5523,1
5524,8
5525,7
5526,3
5527,1
5528,8
5529,1
5530,3
5531,2
5532,0
5533,7
5534,3
5535,9
5536,1
5537,6
5538,6
5539,1
5540,0
5541,1
5542,2
5543,1
5544,3
5545,6
5546,2
5547,1
5548,9
5549,3
5550,7
5551,3
5552,2
5553,7
5554,9
5555,1
5556,0
5557,4
5558,2
5559,8
5560,1
5561,1
5562,4
5563,4
5564,9
5565,1
5566,6
5567,6
5568,6
5569,5
5570,2
5571,2
5572,2
5573,8
5574,2
5575,9
5576,3
5577,9
5578,1
5579,3
5580,7
5581,7
5582,6
5583,6
5584,7
5585,6
5586,1
5587,2
5588,1
5589,7
5590,8
5591,0
5592,8
5593,1
5594,9
5595,8
5596,0
5597,4
5598,0
5599,9
5600,3
5601,1
5602,7
5603,0
5604,3
5605,4
5606,4
5607,3
5608,3
5609,8
5610,4
5611,6
5612,7
5613,0
5614,1
5615,3
5616,0
5617,3
5618,0
5619,0
5620,4
5621,1
5622,6
5623,3
5624,2
5625,6
5626,3
5627,7
5628,4
5629,3
5630,3
5631,8
5632,8
5633,0
5634,0
5635,0
5636,1
5637,4
5638,9
5639,1
5640,1
5641,7
5642,5
5643,5
5644,9
5645,7
5646,3
5647,3
5648,1
5649,7
5650,8
5651,9
5652,7
5653,9
5654,8
5655,2
5656,1
5657,2
5658,9
5659,8
5660,7
5661,1
5662,6
5663,4
5664,9
5665,0
5666,8
5667,3
5668,2
5669,7
5670,3
5671,9
5672,1
5673,4
5674,2
5675,1
5676,1
5677,6
5678,8
5679,2
5680,6
5681,7
5682,5
5683,6
5684,5
5685,3
5686,7
5687,7
5688,0
5689,3
5690,9
5691,9
5692,0
5693,0
5694,9
5695,1
5696,7
5697,5
5698,9
5699,8
5700,7
5701,2
5702,9
5703,7
5704,5
5705,3
5706,9
5707,7
5708,5
5709,0
5710,3
5711,9
5712,1
5713,7
5714,7
5715,6
5716,4
5717,7
5718,1
5719,9
5720,0
5721,3
5722,1
5723,6
5724,0
5725,4
5726,1
5727,2
5728,2
5729,5
5730,7
5731,1
5732,7
5733,2
5734,0
5735,3
5736,9
5737,3
5738,6
5739,0
5740,7
5741,9
5742,8
5743,9
5744,5
5745,8
5746,3
5747,6
5748,5
5749,8
5750,2
5751,4
5752,9
5753,6
5754,5
5755,9
5756,7
5757,1
5758,1
5759,6
5760,0
5761,8
5762,6
5763,6
5764,4
5765,3
5766,1
5767,2
5768,5
5769,7
5770,2
5771,2
5772,3
5773,1
5774,7
5775,1
5776,1
5777,2
5778,8
5779,7
5780,3
5781,0
5782,9
5783,3
5784,6
5785,4
5786,9
5787,2
5788,5
5789,8
5790,9
5791,9
5792,5
5793,6
5794,5
5795,5
